textID,text,tailwiz_label
60fc6a5a7d, My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,negative
b73bd70b63,bored well its not like any one can see this i havent got any friends,negative
35853e761a,"_leslie I love the video!! You are inspiration Mr. Leslie, can`t wait for the new album still rocking the debut.",positive
e40084190d,Nice and clean now,positive
ac648b04c0, Great job!,positive
f33a2d10e2, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive
f254f7b8ff,is super stressed!,negative
3e98247c6b,my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,positive
ca8f9abdbd," thanks  and ill cross my fingers for you, that the rain will stop",positive
8d9769220b,10 minutes to boarding; 14 hours to home. no window seat,negative
adfbcc6806,"i wanna see `up` tonight, but no one will go with me. whhhyyy",positive
201fd998ac,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,negative
586d24d679,Happy Mother`s Day to all the mothers,positive
0869ea3794, Sounds good. 'This patch was brought to you by ...',negative
eeaaa5e046, Brent Cross? wow! I live very close from there!,positive
805ae96f87, You poor thing  Hang in there. -****- luf joe,negative
76dbf5ffbd,"Home from Jack`s now, can`t say I`m too happy about that either",negative
86462cc997,No waterfront anymore   faccia luna and clarendon will have to do,negative
1264f061fe,"I hate exam time. I want my life back  Also I want the ability to revise back - if I ever had that ability, that is.",negative
d59345eded,happy mothers day to all the beautful mums.,positive
ecada01f4b,I miss you sweetie!,positive
fa14103466, I`m SO jealous- it`s pouring right now,negative
42a39c516d,"My knee **** hurts man  Haylee doesn`t even care, GET ME MORE MILKSHAKE-SHAKE-SHAKE-SHAKE IT!",negative
85b7cf8a0f," uhh, congrats for your two years anniversary",positive
126d5e686c, http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,positive
831f911fd9, and guess what ! ive got 20 % ! wow its impossible,positive
e3e652972d,Supernatural was good as  Loved it.,positive
473841e6c4," no, but I will. It just seems such a cruel condition",negative
9b59214560,Happy Baby Mommas Day!!  to all the>> MOMMAS<< on Twitterville,positive
210b5fd002, awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,negative
58351086b6," Just go near a hive, they`ll tame you!",positive
6e92673716,New baby doing well.  I will be attempting to do some more 'painting' this weekend.,positive
b15dafdff1, Safe flight home to you and Jade   ****,positive
d86484c218, I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.,positive
f34a2d7b4d, I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,negative
2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,positive
cbc9125150, i hate feeling like this,negative
1bd9a70e64,Cannot sleep. 2+ hours of tossing and turning.,negative
b901a1a0c2,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That`s nice of Simon to take charge.",positive
fb2453273a,School Over!!! I`m gonna miss a bunch of people,negative
9ffba95a67,"bah, i h8 waking up",positive
7c47bfca56,I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,positive
2945bc7632,feeling really dizzy  not soo good,negative
f9f01177e8,upset.. friday night crying!,negative
befb3f2536,"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",positive
93e354b62c,happy mother`s dayy!!! to me andd the rest of the fabulous mommy`s out there,positive
8d54cdf987, I have been to Tara Thai a few times for friend`s birthdays and the food I had was pretty bad.,negative
8f1a61f7f8,Getting to play golf with our kickin` Leadership Team...I have a feeling they r gonna kick me on the golf course,positive
d4aec2fc6d, cut yourself a slice of cheese cake.. it makes everything better,negative
b4f2077ad6,Want to get a Blackberry but can`t afford it  . Just watching the telly and relaxing. Hard sesion tomorrow.,negative
998831209e, I cant stand summer fever (for me) and when the weather gets really humid  lol,negative
c30a0c9bdd,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,negative
e940e5972b, I LOVE music!!!  I like almost everything!!,positive
725fb92868,i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,positive
6ebb2f43f0,#twitterfails **** hard right now...this is annoying,negative
3822b1d130," say hi to me, i`m depressed cause i cant see you",negative
ac65050fe7,? THANK YOU  sana matanggap ako  http://plurk.com/p/x1yts,negative
a3d5127355,_anderson hehe   fun tweets !,positive
979e018ac6,PArts of me are starting to feel the effects of over tanning,negative
69d827c054, hahahah Thank you  Feel the Love,positive
be65765553," Yeah, tried it. No go.",negative
51802bebdf," After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative
e82fd9c0df,"party was awesome. soooo tired, bye. ps: happy momma`s day",positive
095bbadf62,Yay for bank holidays,positive
2631f4447e,aww i feel so bad for Holly,negative
498b85271a, it makes perfect sense. I guess i am very down to earth. Thanks for your reply,positive
267a5600e4, **** - doesn`t show how people are more conservative in blackjack,negative
2702dbee20,@_anniemay OMG No fair,negative
13fa373a34,Oh and Cali plans are a GO! I might get to see DA too and she`s my hero and rocks my socks,positive
0a75e980ad,at work. these five year olds are gonna keep me young.,positive
8390d4aa0d,"Fell down the stairs at dancing, sword fell on me and now my bum hurts",negative
203f055c18,HAPPY MOTHER`S DAY,positive
18db290f0e,"Yup, I`m pretty sure summer could not have started off any better than the one this year",positive
f6c6071761,R.I.P little bird that flew into my window snapping his neck,negative
1dbe478001, heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,positive
425c250427, Thanks for getting me bottled water.,positive
7c1c680064, Haha  i like you default picture.     Meow.,positive
219908b3c4, it was way worse than that ...and where were you why didnt you say hello?,negative
2f7b7d2f34," Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",negative
1b79929075," Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",positive
554df258ad,Hm... TweetDeck has lost all old replies.,negative
7c3ab1edc8,sees the finish line disappearing in a plethora of emails!!!    WAH!,negative
636119cabd,mufasa!!!! warriors or the OCEAN!  hahahahahaha,positive
2229f196ae, Miss you in that 70s show!!!!!!,positive
ec7fae225e, SEND ME THAT PHOTO MAN  ily favourite,positive
8d7e22dfd2,tripping through tiredness is nottt nice,negative
702963ec1f, Really worth watching at the cinema.  Mum really enjoyed it,positive
4af0794655," I meant you are not lazy, your work proves it",negative
c949e571d6,Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
a7f8bf1484, I just KNEW you`d get that!,positive
fbaca7805c,"PLEASE PLEASE, ANYONE?",negative
67d6007d7b,"wish I could feel no pain (8)  but it`s ok, at least they like Brazil!",positive
74a892bade,is tired if ppl **** talking,negative
3646168972,"Whataburger closing all locations but tally  so harsh, might have to transfer schools",negative
1d05b47096, Saw you on SNL with your diploma..Congrats. You must be overjoyed.   Now I am finally going to bed..NITE,positive
56377a687e, YES. i am thinking of staying in the office until it`s slightly less RIDICULOUSLY HOT,negative
317715cbc5,can`t wait to november for Jobros concert ! In examination,negative
3745be2d1b,had a nice time with juno  http://plurk.com/p/sv71z,positive
e1966420eb,I wish my sister lived near me,negative
0fab80d6b2,	REALLY?? oh.. sorry yall  lol,negative
cbbe10eb51, IIII know!!! and mean,positive
9ec6310ecc,Sick of fighting so it looks like no more burlesque for me,negative
904008e438," Thanks, but the Elance course is not mine! It`s .",positive
35facdbad1,"i am boooooooored, theres nowhere to go",negative
e6566b8278,"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive
746dfd5f5d,"Am good thanks, what`s Miami saying? How come u wrote to me?",positive
1de9b80ecb, I`m trying to sleep!!! It`s not working,negative
b85714a9c5,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don`t have any cranberry juice",positive
58e5e5f159,installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,positive
86468dc721,Gonna have to have arthroscopy to repair my knee,negative
a6ae058496,I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,negative
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,positive
bfe82383f6, I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,positive
a4fed9b17d, Wish I was in ATL!!,positive
0787f1e609, hope you have fun tonight,positive
9b11b686ec,happy 1 year! <3,positive
fe821fe501,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,positive
c8a6bb2681, it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,negative
e1dc15f28e,It does! Lol but i have none,negative
35b70a2a83, So sorry to hear your terrible news   Thinking of you all x,positive
df0835f667, yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,positive
6b2733b1a6," Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",positive
9339ee8e0b, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,positive
5dfae5c7cc,man i **** up that test  playing cod now . 31 days till the summer !,negative
95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,negative
6d81b98e07,my apartment is emptying out more & more each day.. so sad.. last week at 2000,negative
2170481869,"Chillin with the rents, and looking at hilarious old photos. Well funny!",positive
eda19b9526," T, im sooooo bored right now",negative
f35c830c79, Cavs has the easier route than Denver.,positive
f47767824c, i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  ,positive
6e39172c25,Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt  And forgot to bring my make up! First time ever forgetting :/,negative
909e655fb6,"Big Laptop is too big, so it`s time to switch to the Eee.  Bye big guy",positive
b7f7417fae,great party alenka!!  happy birthday chicky! <3,positive
5c82523776,so...i really want to be home right now.,negative
74015771ad," It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",positive
81e46386e6, Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,positive
c191ad4ddd,Just took my IC photo!looks good  - http://tweet.sg,positive
03445b5ba3,My wife can`t get on the guest list for tomorrows show because it doesn`t exist. LAME. I guess no wife at the show.,negative
85a65f0656, hahahaha! i laughed my **** off just now. thanks,positive
876a46ba48,"my hundreth update  HAPPY MOTHERS DAY. i love you mum! even with all the fuss and fighting, you`re still the one and only.",positive
7349cb7ad5, I`m stuck with BOO!!!! Jeeeez shoot me now,positive
716f2a0736, Yeah! Thanks! I`ll be back in soon to see what ya got!,positive
63a63b6cf5, that sucks!  put some britney on!,positive
43702eeca8, lmao I need a shopping partner today.,negative
6b9213581e,in a very stress mood,negative
c6b6e97053,This is great curl-up-in-a-ball-and-read later. I wish I had a book.,positive
c193737661," Lol, me too!!",positive
5d9cfb8160,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",negative
d760167832,_another_1 yeh I can`t even imagine.... good luck to them,negative
85c58f9bbd,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",positive
ba1edf971c,Nugget bit Jack. I told him not to poke the poor hamster!,negative
d482c6c7d5, thank YOU!! You guys did awesome things for my blog tonight  so grateful!!,positive
7e6bcdb2e2,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",positive
00d1247c62," ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",positive
9d9e65ced2,I think I may have ruined a friendship this week by getting carried away,negative
1527913104,Burnt the **** out of my hand today.,negative
2a866d5e24,I hate crowds   http://tr.im/mONi,negative
1265739e54," Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",positive
1072debb10,Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. <3 ZQ. lol,positive
92786a5493,Wishing everyone a good night,positive
7311789bcc,workin a long day today... hopefully i can make some good tips,positive
eca38164c0,@ amhzz... did u get an invite? I miss u,negative
683c467d2a, i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,negative
936f854d95,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,negative
bd10824ad1,Mom has left... again,negative
dd9d766857,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,negative
a965a49d12,"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",negative
9238f02de8, So sorry to hear about your mum.,negative
4d60b43dc7,"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",positive
22a467fe42,"I`m addicted to the Jonas Brothers` new single `Paranoid`! It`s awesome!! If you haven`t heard it already, go check it out!!",positive
1f7ac5ca5e,so cold,negative
d9c047c4de,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",positive
c36115acae,Happy Mother`s Daaay!!,positive
7785792609,wow my trip to tampa has come to an end...,negative
7407e45f29,wats up in your world x) i just won a basketball game  best shooter on the team  idk if shooter existes lol but you understand haha,positive
67c2fe7e7d,"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;",positive
8a9cc6366b,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them ",negative
353faaf262," thanks ALOT, stuck at work with it too",positive
2b7ae450f4,: i really adore your K-POPPED site ! http://k-popped.com/ haha,positive
0010789f06, ooohhh imma need you to get on that asap love you,negative
93bb48a439,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,negative
a9069500b5, Ur welcome,positive
16344ee21c,feel crappy today,negative
cbed06918f,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,positive
5d8369af1d, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,negative
35af795ce1,  many thanx guys,negative
a9b8164a02,absolutley gutted i am this ill when a) it`s this sunny outside and b) i have **** loads of revision to do for my c) exam on tuesday,negative
a72a0324aa,I lOve this day  No school --> studyin` quietly,positive
f7e80a4d74,"No school, again. This time cuz im sick.",negative
d723ea3299," doing pretty well, up and wide awake",positive
dff69b005e,What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,negative
7ec8b0877d, thx girl! I just now woke up! I cnt believe I`m sick!! Now I have a fever... Wish I could pound nyquil  This sucks.,negative
52cb8d59af,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",positive
8c1c82caca,A Happy Mother`s Day to all moms and soon to be mom`s out there.,positive
ce6ba16d69,**** elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?,negative
14ac15e57c,Oh my gosh! My hair is so short! I miss my long hair!,positive
7100d525ab, I don`t find this stuff amusing any more,negative
1fbb7596da,Castiel is loveeeeeeeeeeeeeeeeeeeeee,positive
7261430b90,Lol @ me and  whispering so we don`t get in trouble and being almost 30! Feels great to be home feeling like kids,positive
f0dd6aa1cd, lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,positive
7cacf686ad, congratulations!,positive
62de115bd2,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
8124cc62e4,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,positive
119c0b215e,  i love them too! they look so cute together,positive
24a18a763d,Taking the caltrain to go see the giants. It`s Cold and someone smells like pee,negative
5b7d384722,"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",positive
388eae5d75,enjoying this whole relaxation thing,positive
4b9b01895c, thats much better than the flu syndrome!,negative
95c725edb6,"Just got back in, and I`m absolutely exhausted, have to be up in 5 hours for work",negative
3cecc2fe8c,lmao im stupid just felt like sayin tyaï¿½ in my red caf vioce..nite ya`ll,negative
557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,negative
a95d5ed9d5,Going to sleep now goodnight!  xoxo,positive
edec74f889," yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
1503318633, Well I can`t get Cupcake because I can`t connect to T-Mobile`s network because my SIM card is corrupted,negative
cbe08d0479," I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?",positive
aca204a50d,Is anyone else having a bad Friday? Is not a fun day today.,negative
be704e725a,just wake up.and i got flu  http://plurk.com/p/x2zp6,negative
6481f64f52,Sitting in boring **** litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,positive
b35d21e894,"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",negative
435410b8e2, I missed Match Game tonight    I hope I make it tomorrow night.,negative
6f606e6a00, don`t worry  just sleep.,positive
36bb3fd015,i going to go to bed & i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X,negative
e3dc2d8485,_apple miss you too kid i sent msg to you on yt,negative
03cb3c01b6,"at work.. missing my miami fam , , , carolina, , ,  &&& more",positive
5af3be7c3f, Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,positive
b198bc150d, hey sorry i just got the tweet about the puppy... and someone already got it,negative
1b93144d12,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,positive
06aa1c4fc9,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother`s Day,positive
eff6700d43,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,negative
01b2476dd7,going to bed its late and I have headache,negative
77763d8ef7,"catching the last bit of Later with jools .. last in series .. sob, cry",negative
084602ed4f,"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",positive
aa8020f349, Don`t tease me! I`m in desperate need of an adjustment.,negative
62ac825994, I`m sorry about your bad driving experiences.,negative
d386540562,Cannot wait to get all dolled up and go out tonight,positive
7339b184c5," Thanks Heather, glad you like the dish",positive
08b65ae628, awesome! What a blessing,positive
8991d5726a,"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",positive
092d600eee,"In math class now, about to shoot myself because its so boring.",negative
27f1fa3214, haha best thing about office birthdays hey,positive
d70a4f91db, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,negative
c27d3716ef, have a lovely weekend,positive
c22e61bf24," http://twitpic.com/4vgzy - Moving is great, especially if lots of them help.",positive
dd98466b8b,__  im so sick  I fell over last night outside coz I was putting something in the bin,negative
11822e055c,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!",negative
c21cc8363c,is lonely in need of company,negative
f82c9ce2b7, hope ya sleepin well  guys still here,positive
fe56130b35," ohhh. i didn`t log on there, pity me. was it great?",negative
